number.of.species,genus,family,apweb.family,order,group
2,Luma,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
1,Lysicarpus,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
6,Malleostemon,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
92,Marlierea,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
264,Melaleuca,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
1,Meteoromyrtus,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
54,Metrosideros,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
50,Micromyrtus,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
8,Mitranthes,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
1,Mitrantia,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
32,Mosiera,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
45,Myrceugenia,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
405,Myrcia,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
37,Myrcianthes,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
26,Myrciaria,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
1,Myrrhinium,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
1,Myrtastrum,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
2,Myrtella,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
3,Myrteola,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
3,Myrtus,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
3,Neofabricia,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
15,Neomitranthes,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
1,Neomyrtus,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
6,Ochrosperma,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
6,Octamyrtus,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
1,Osbornia,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
4,Oxymyrrhine,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
4,Pericalymma,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
1,Petraeomyrtus,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
3,Phymatocarpus,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
8,Pileanthus,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
6,Pilidiostigma,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
8,Piliocalyx,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
16,Pimenta,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
2,Pleurocalyptus,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
69,Plinia,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
1,Pseudanamomis,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
111,Psidium,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
1,Psiloxylon,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
1,Purpureostemon,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
5,Regelia,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
35,Rhodamnia,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
21,Rhodomyrtus,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
12,Rinzia,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
3,Ristantia,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
15,Sannantha,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
1,Schizocalomyrtus,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
13,Scholtzia,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
4,Seorsus,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
11,Siphoneugena,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
2,Sphaerantia,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
1,Stenostegia,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
3,Stereocaryum,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
1,Stockwellia,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
3,Syncarpia,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
1138,Syzygium,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
11,Taxandria,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
1,Tepualia,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
3,Thaleropia,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
32,Thryptomene,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
7,Triplarina,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
1,Tristania,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
40,Tristaniopsis,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
4,Ugni,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
23,Uromyrtus,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
101,Verticordia,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
1,Welchiodendron,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
1,Whiteodendron,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
25,Xanthomyrtus,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
48,Xanthostemon,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
6,Boisduvalia,Onagraceae,Onagraceae,Myrtales,Angiosperms
1,Brebissonia,Onagraceae,Onagraceae,Myrtales,Angiosperms
7,Calylophus,Onagraceae,Onagraceae,Myrtales,Angiosperms
23,Camissonia,Onagraceae,Onagraceae,Myrtales,Angiosperms
14,Camissoniopsis,Onagraceae,Onagraceae,Myrtales,Angiosperms
1,Chamerion,Onagraceae,Onagraceae,Myrtales,Angiosperms
16,Chylismia,Onagraceae,Onagraceae,Myrtales,Angiosperms
1,Chylismiella,Onagraceae,Onagraceae,Myrtales,Angiosperms
7,Circaea,Onagraceae,Onagraceae,Myrtales,Angiosperms
42,Clarkia,Onagraceae,Onagraceae,Myrtales,Angiosperms
178,Epilobium,Onagraceae,Onagraceae,Myrtales,Angiosperms
7,Eremothera,Onagraceae,Onagraceae,Myrtales,Angiosperms
4,Eulobus,Onagraceae,Onagraceae,Myrtales,Angiosperms
111,Fuchsia,Onagraceae,Onagraceae,Myrtales,Angiosperms
21,Gaura,Onagraceae,Onagraceae,Myrtales,Angiosperms
9,Gayophytum,Onagraceae,Onagraceae,Myrtales,Angiosperms
2,Gongylocarpus,Onagraceae,Onagraceae,Myrtales,Angiosperms
3,Hartmannia,Onagraceae,Onagraceae,Myrtales,Angiosperms
1,Hauya,Onagraceae,Onagraceae,Myrtales,Angiosperms
1,Holostigma,Onagraceae,Onagraceae,Myrtales,Angiosperms
3,Isnardia,Onagraceae,Onagraceae,Myrtales,Angiosperms
1,Jehlia,Onagraceae,Onagraceae,Myrtales,Angiosperms
3,Jussiaea,Onagraceae,Onagraceae,Myrtales,Angiosperms
15,Kneiffia,Onagraceae,Onagraceae,Myrtales,Angiosperms
4,Lavauxia,Onagraceae,Onagraceae,Myrtales,Angiosperms
21,Lopezia,Onagraceae,Onagraceae,Myrtales,Angiosperms
89,Ludwigia,Onagraceae,Onagraceae,Myrtales,Angiosperms
1,Ludwigiantha,Onagraceae,Onagraceae,Myrtales,Angiosperms
1,Megacorax,Onagraceae,Onagraceae,Myrtales,Angiosperms
3,Megapterium,Onagraceae,Onagraceae,Myrtales,Angiosperms
4,Myrinia,Onagraceae,Onagraceae,Myrtales,Angiosperms
1,Neoholmgrenia,Onagraceae,Onagraceae,Myrtales,Angiosperms
148,Oenothera,Onagraceae,Onagraceae,Myrtales,Angiosperms
2,Onagra,Onagraceae,Onagraceae,Myrtales,Angiosperms
2,Pachylophis,Onagraceae,Onagraceae,Myrtales,Angiosperms
1,Pachylophus,Onagraceae,Onagraceae,Myrtales,Angiosperms
1,Pelozia,Onagraceae,Onagraceae,Myrtales,Angiosperms
1,Peniophyllum,Onagraceae,Onagraceae,Myrtales,Angiosperms
2,Pseudolopezia,Onagraceae,Onagraceae,Myrtales,Angiosperms
6,Sphaerostigma,Onagraceae,Onagraceae,Myrtales,Angiosperms
1,Stenosiphon,Onagraceae,Onagraceae,Myrtales,Angiosperms
1,Taraxia,Onagraceae,Onagraceae,Myrtales,Angiosperms
2,Tetrapteron,Onagraceae,Onagraceae,Myrtales,Angiosperms
1,Xylonagra,Onagraceae,Onagraceae,Myrtales,Angiosperms
5,Zauschneria,Onagraceae,Onagraceae,Myrtales,Angiosperms
1,Alzatea,Penaeaceae,Penaeaceae,Myrtales,Angiosperms
4,Axinandra,Penaeaceae,Penaeaceae,Myrtales,Angiosperms
5,Brachysiphon,Penaeaceae,Penaeaceae,Myrtales,Angiosperms
7,Crypteronia,Penaeaceae,Penaeaceae,Myrtales,Angiosperms
1,Dactylocladus,Penaeaceae,Penaeaceae,Myrtales,Angiosperms
2,Endonema,Penaeaceae,Penaeaceae,Myrtales,Angiosperms
1,Glischrocolla,Penaeaceae,Penaeaceae,Myrtales,Angiosperms
8,Olinia,Penaeaceae,Penaeaceae,Myrtales,Angiosperms
4,Penaea,Penaeaceae,Penaeaceae,Myrtales,Angiosperms
1,Rhynchocalyx,Penaeaceae,Penaeaceae,Myrtales,Angiosperms
1,Saltera,Penaeaceae,Penaeaceae,Myrtales,Angiosperms
2,Sonderothamnus,Penaeaceae,Penaeaceae,Myrtales,Angiosperms
8,Stylapterus,Penaeaceae,Penaeaceae,Myrtales,Angiosperms
7,Callisthene,Vochysiaceae,Vochysiaceae,Myrtales,Angiosperms
22,Erisma,Vochysiaceae,Vochysiaceae,Myrtales,Angiosperms
2,Erismadelphus,Vochysiaceae,Vochysiaceae,Myrtales,Angiosperms
1,Korupodendron,Vochysiaceae,Vochysiaceae,Myrtales,Angiosperms
56,Qualea,Vochysiaceae,Vochysiaceae,Myrtales,Angiosperms
9,Ruizterania,Vochysiaceae,Vochysiaceae,Myrtales,Angiosperms
1,Salvertia,Vochysiaceae,Vochysiaceae,Myrtales,Angiosperms
117,Vochysia,Vochysiaceae,Vochysiaceae,Myrtales,Angiosperms
1,Brasenia,Cabombaceae,Cabombaceae,Nymphaeales,Angiosperms
5,Cabomba,Cabombaceae,Cabombaceae,Nymphaeales,Angiosperms
12,Trithuria,Hydatellaceae,Hydatellaceae,Nymphaeales,Angiosperms
2,Barclaya,Nymphaeaceae,Nymphaeaceae,Nymphaeales,Angiosperms
1,Euryale,Nymphaeaceae,Nymphaeaceae,Nymphaeales,Angiosperms
1,Hydrostemma,Nymphaeaceae,Nymphaeaceae,Nymphaeales,Angiosperms
16,Nuphar,Nymphaeaceae,Nymphaeaceae,Nymphaeales,Angiosperms
41,Nymphaea,Nymphaeaceae,Nymphaeaceae,Nymphaeales,Angiosperms
1,Nymphozanthus,Nymphaeaceae,Nymphaeaceae,Nymphaeales,Angiosperms
1,Ropalon,Nymphaeaceae,Nymphaeaceae,Nymphaeales,Angiosperms
2,Victoria,Nymphaeaceae,Nymphaeaceae,Nymphaeales,Angiosperms
60,Brunellia,Brunelliaceae,Brunelliaceae,Oxalidales,Angiosperms
1,Cephalotus,Cephalotaceae,Cephalotaceae,Oxalidales,Angiosperms
15,Agelaea,Connaraceae,Connaraceae,Oxalidales,Angiosperms
1,Burttia,Connaraceae,Connaraceae,Oxalidales,Angiosperms
4,Cnestidium,Connaraceae,Connaraceae,Oxalidales,Angiosperms
13,Cnestis,Connaraceae,Connaraceae,Oxalidales,Angiosperms
100,Connarus,Connaraceae,Connaraceae,Oxalidales,Angiosperms
9,Ellipanthus,Connaraceae,Connaraceae,Oxalidales,Angiosperms
2,Hemandradenia,Connaraceae,Connaraceae,Oxalidales,Angiosperms
4,Jaundea,Connaraceae,Connaraceae,Oxalidales,Angiosperms
3,Jollydora,Connaraceae,Connaraceae,Oxalidales,Angiosperms
7,Manotes,Connaraceae,Connaraceae,Oxalidales,Angiosperms
3,Paxia,Connaraceae,Connaraceae,Oxalidales,Angiosperms
5,Pseudoconnarus,Connaraceae,Connaraceae,Oxalidales,Angiosperms
65,Rourea,Connaraceae,Connaraceae,Oxalidales,Angiosperms
6,Roureopsis,Connaraceae,Connaraceae,Oxalidales,Angiosperms
1,Santalodes,Connaraceae,Connaraceae,Oxalidales,Angiosperms
24,Santaloides,Connaraceae,Connaraceae,Oxalidales,Angiosperms
2,Spiropetalum,Connaraceae,Connaraceae,Oxalidales,Angiosperms
1,Taeniochlaena,Connaraceae,Connaraceae,Oxalidales,Angiosperms
2,Vismianthus,Connaraceae,Connaraceae,Oxalidales,Angiosperms
2,Acrophyllum,Cunoniaceae,Cunoniaceae,Oxalidales,Angiosperms
16,Acsmithia,Cunoniaceae,Cunoniaceae,Oxalidales,Angiosperms
2,Aistopetalum,Cunoniaceae,Cunoniaceae,Oxalidales,Angiosperms
1,Anodopetalum,Cunoniaceae,Cunoniaceae,Oxalidales,Angiosperms
3,Bauera,Cunoniaceae,Cunoniaceae,Oxalidales,Angiosperms
11,Caldcluvia,Cunoniaceae,Cunoniaceae,Oxalidales,Angiosperms
1,Callicoma,Cunoniaceae,Cunoniaceae,Oxalidales,Angiosperms
8,Ceratopetalum,Cunoniaceae,Cunoniaceae,Oxalidales,Angiosperms
15,Codia,Cunoniaceae,Cunoniaceae,Oxalidales,Angiosperms
26,Cunonia,Cunoniaceae,Cunoniaceae,Oxalidales,Angiosperms
3,Davidsonia,Cunoniaceae,Cunoniaceae,Oxalidales,Angiosperms
6,Eucryphia,Cunoniaceae,Cunoniaceae,Oxalidales,Angiosperms
20,Geissois,Cunoniaceae,Cunoniaceae,Oxalidales,Angiosperms
3,Gillbeea,Cunoniaceae,Cunoniaceae,Oxalidales,Angiosperms
5,Lamanonia,Cunoniaceae,Cunoniaceae,Oxalidales,Angiosperms
1,Leiospermum,Cunoniaceae,Cunoniaceae,Oxalidales,Angiosperms
1,Platylophus,Cunoniaceae,Cunoniaceae,Oxalidales,Angiosperms
2,Pseudoweinmannia,Cunoniaceae,Cunoniaceae,Oxalidales,Angiosperms
1,Vesselowskya,Cunoniaceae,Cunoniaceae,Oxalidales,Angiosperms
117,Weinmannia,Cunoniaceae,Cunoniaceae,Oxalidales,Angiosperms
21,Aceratium,Elaeocarpaceae,Elaeocarpaceae,Oxalidales,Angiosperms
7,Aristotelia,Elaeocarpaceae,Elaeocarpaceae,Oxalidales,Angiosperms
4,Crinodendron,Elaeocarpaceae,Elaeocarpaceae,Oxalidales,Angiosperms
11,Dubouzetia,Elaeocarpaceae,Elaeocarpaceae,Oxalidales,Angiosperms
480,Elaeocarpus,Elaeocarpaceae,Elaeocarpaceae,Oxalidales,Angiosperms
1,Sericolea,Elaeocarpaceae,Elaeocarpaceae,Oxalidales,Angiosperms
113,Sloanea,Elaeocarpaceae,Elaeocarpaceae,Oxalidales,Angiosperms
4,Tetratheca,Elaeocarpaceae,Elaeocarpaceae,Oxalidales,Angiosperms
2,Vallea,Elaeocarpaceae,Elaeocarpaceae,Oxalidales,Angiosperms
3,Afrostyrax,Huaceae,Huaceae,Oxalidales,Angiosperms
1,Hua,Huaceae,Huaceae,Oxalidales,Angiosperms
5,Averrhoa,Oxalidaceae,Oxalidaceae,Oxalidales,Angiosperms
83,Biophytum,Oxalidaceae,Oxalidaceae,Oxalidales,Angiosperms
3,Dapania,Oxalidaceae,Oxalidaceae,Oxalidales,Angiosperms
1,Lotoxalis,Oxalidaceae,Oxalidaceae,Oxalidales,Angiosperms
504,Oxalis,Oxalidaceae,Oxalidaceae,Oxalidales,Angiosperms
1,Sarcotheca,Oxalidaceae,Oxalidaceae,Oxalidales,Angiosperms
1,Sassia,Oxalidaceae,Oxalidaceae,Oxalidales,Angiosperms
3,Xanthoxalis,Oxalidaceae,Oxalidaceae,Oxalidales,Angiosperms
100,Asplundia,Cyclanthaceae,Cyclanthaceae,Pandanales,Angiosperms
4,Carludovica,Cyclanthaceae,Cyclanthaceae,Pandanales,Angiosperms
7,Chorigyne,Cyclanthaceae,Cyclanthaceae,Pandanales,Angiosperms
2,Cyclanthus,Cyclanthaceae,Cyclanthaceae,Pandanales,Angiosperms
1,Dianthoveus,Cyclanthaceae,Cyclanthaceae,Pandanales,Angiosperms
54,Dicranopygium,Cyclanthaceae,Cyclanthaceae,Pandanales,Angiosperms
1,Evodianthus,Cyclanthaceae,Cyclanthaceae,Pandanales,Angiosperms
3,Ludovia,Cyclanthaceae,Cyclanthaceae,Pandanales,Angiosperms
1,Schultesiophytum,Cyclanthaceae,Cyclanthaceae,Pandanales,Angiosperms
53,Sphaeradenia,Cyclanthaceae,Cyclanthaceae,Pandanales,Angiosperms
4,Stelestylis,Cyclanthaceae,Cyclanthaceae,Pandanales,Angiosperms
1,Thoracocarpus,Cyclanthaceae,Cyclanthaceae,Pandanales,Angiosperms
308,Freycinetia,Pandanaceae,Pandanaceae,Pandanales,Angiosperms
6,Martellidendron,Pandanaceae,Pandanaceae,Pandanales,Angiosperms
745,Pandanus,Pandanaceae,Pandanaceae,Pandanales,Angiosperms
2,Sararanga,Pandanaceae,Pandanaceae,Pandanales,Angiosperms
5,Croomia,Stemonaceae,Stemonaceae,Pandanales,Angiosperms
2,Pentastemona,Stemonaceae,Stemonaceae,Pandanales,Angiosperms
24,Stemona,Stemonaceae,Stemonaceae,Pandanales,Angiosperms
5,Stichoneuron,Stemonaceae,Stemonaceae,Pandanales,Angiosperms
1,Kihansia,Triuridaceae,Triuridaceae,Pandanales,Angiosperms
2,Kupea,Triuridaceae,Triuridaceae,Pandanales,Angiosperms
1,Lacandonia,Triuridaceae,Triuridaceae,Pandanales,Angiosperms
2,Peltophyllum,Triuridaceae,Triuridaceae,Pandanales,Angiosperms
37,Sciaphila,Triuridaceae,Triuridaceae,Pandanales,Angiosperms
4,Seychellaria,Triuridaceae,Triuridaceae,Pandanales,Angiosperms
1,Soridium,Triuridaceae,Triuridaceae,Pandanales,Angiosperms
2,Triuridopsis,Triuridaceae,Triuridaceae,Pandanales,Angiosperms
4,Triuris,Triuridaceae,Triuridaceae,Pandanales,Angiosperms
1,Acanthochlamys,Velloziaceae,Velloziaceae,Pandanales,Angiosperms
108,Barbacenia,Velloziaceae,Velloziaceae,Pandanales,Angiosperms
4,Barbaceniopsis,Velloziaceae,Velloziaceae,Pandanales,Angiosperms
3,Nanuza,Velloziaceae,Velloziaceae,Pandanales,Angiosperms
127,Vellozia,Velloziaceae,Velloziaceae,Pandanales,Angiosperms
34,Xerophyta,Velloziaceae,Velloziaceae,Pandanales,Angiosperms
1,Paracryphia,Paracryphiaceae,Paracryphiaceae,Paracryphiales,Angiosperms
27,Quintinia,Paracryphiaceae,Paracryphiaceae,Paracryphiales,Angiosperms
1,Sphenostemon,Paracryphiaceae,Paracryphiaceae,Paracryphiales,Angiosperms
1,Japonolirion,Petrosaviaceae,Petrosaviaceae,Petrosaviales,Angiosperms
3,Petrosavia,Petrosaviaceae,Petrosaviaceae,Petrosaviales,Angiosperms
6,Alvaradoa,Picramniaceae,Picramniaceae,Picramniales,Angiosperms
3,Nothotalisia,Picramniaceae,Picramniaceae,Picramniales,Angiosperms
39,Picramnia,Picramniaceae,Picramniaceae,Picramniales,Angiosperms
485,Aristolochia,Aristolochiaceae,Aristolochiaceae,Piperales,Angiosperms
121,Asarum,Aristolochiaceae,Aristolochiaceae,Piperales,Angiosperms
1,Euglypha,Aristolochiaceae,Aristolochiaceae,Piperales,Angiosperms
2,Heterotropa,Aristolochiaceae,Aristolochiaceae,Piperales,Angiosperms
1,Hexastylis,Aristolochiaceae,Aristolochiaceae,Piperales,Angiosperms
10,Pararistolochia,Aristolochiaceae,Aristolochiaceae,Piperales,Angiosperms
1,Saruma,Aristolochiaceae,Aristolochiaceae,Piperales,Angiosperms
3,Thottea,Aristolochiaceae,Aristolochiaceae,Piperales,Angiosperms
7,Hydnora,Hydnoraceae,Aristolochiaceae,Piperales,Angiosperms
3,Prosopanche,Hydnoraceae,Aristolochiaceae,Piperales,Angiosperms
1,Lactoris,Lactoridaceae,Aristolochiaceae,Piperales,Angiosperms
4,Artanthe,Piperaceae,Piperaceae,Piperales,Angiosperms
2,Lindeniopiper,Piperaceae,Piperaceae,Piperales,Angiosperms
1,Macropiper,Piperaceae,Piperaceae,Piperales,Angiosperms
5,Manekia,Piperaceae,Piperaceae,Piperales,Angiosperms
6,Ottonia,Piperaceae,Piperaceae,Piperales,Angiosperms
1161,Peperomia,Piperaceae,Piperaceae,Piperales,Angiosperms
1457,Piper,Piperaceae,Piperaceae,Piperales,Angiosperms
1,Piperanthera,Piperaceae,Piperaceae,Piperales,Angiosperms
2,Pothomorphe,Piperaceae,Piperaceae,Piperales,Angiosperms
4,Sarcorhachis,Piperaceae,Piperaceae,Piperales,Angiosperms
11,Trianaeopiper,Piperaceae,Piperaceae,Piperales,Angiosperms
3,Verhuellia,Piperaceae,Piperaceae,Piperales,Angiosperms
1,Zippelia,Piperaceae,Piperaceae,Piperales,Angiosperms
1,Anemopsis,Saururaceae,Saururaceae,Piperales,Angiosperms
3,Gymnotheca,Saururaceae,Saururaceae,Piperales,Angiosperms
1,Houttuynia,Saururaceae,Saururaceae,Piperales,Angiosperms
2,Saururus,Saururaceae,Saururaceae,Piperales,Angiosperms
6,Anarthria,Anarthriaceae,Anarthriaceae,Poales,Angiosperms
2,Hopkinsia,Anarthriaceae,Anarthriaceae,Poales,Angiosperms
3,Lyginia,Anarthriaceae,Anarthriaceae,Poales,Angiosperms
2,Acanthostachys,Bromeliaceae,Bromeliaceae,Poales,Angiosperms
283,Aechmea,Bromeliaceae,Bromeliaceae,Poales,Angiosperms
1,Alcantarea,Bromeliaceae,Bromeliaceae,Poales,Angiosperms
6,Ananas,Bromeliaceae,Bromeliaceae,Poales,Angiosperms
2,Androlepis,Bromeliaceae,Bromeliaceae,Poales,Angiosperms
1,Anoplophytum,Bromeliaceae,Bromeliaceae,Poales,Angiosperms
9,Araeococcus,Bromeliaceae,Bromeliaceae,Poales,Angiosperms
1,Ayensua,Bromeliaceae,Bromeliaceae,Poales,Angiosperms
65,Billbergia,Bromeliaceae,Bromeliaceae,Poales,Angiosperms
6,Brewcaria,Bromeliaceae,Bromeliaceae,Poales,Angiosperms
21,Brocchinia,Bromeliaceae,Bromeliaceae,Poales,Angiosperms
61,Bromelia,Bromeliaceae,Bromeliaceae,Poales,Angiosperms
21,Canistrum,Bromeliaceae,Bromeliaceae,Poales,Angiosperms
21,Catopsis,Bromeliaceae,Bromeliaceae,Poales,Angiosperms
6,Connellia,Bromeliaceae,Bromeliaceae,Poales,Angiosperms
1,Cottendorfia,Bromeliaceae,Bromeliaceae,Poales,Angiosperms
67,Cryptanthus,Bromeliaceae,Bromeliaceae,Poales,Angiosperms
18,Deuterocohnia,Bromeliaceae,Bromeliaceae,Poales,Angiosperms
3,Disteganthus,Bromeliaceae,Bromeliaceae,Poales,Angiosperms
149,Dyckia,Bromeliaceae,Bromeliaceae,Poales,Angiosperms
1,Eduandrea,Bromeliaceae,Bromeliaceae,Poales,Angiosperms
25,Encholirium,Bromeliaceae,Bromeliaceae,Poales,Angiosperms
1,Fascicularia,Bromeliaceae,Bromeliaceae,Poales,Angiosperms
2,Fernseea,Bromeliaceae,Bromeliaceae,Poales,Angiosperms
31,Fosterella,Bromeliaceae,Bromeliaceae,Poales,Angiosperms
2,Glomeropitcairnia,Bromeliaceae,Bromeliaceae,Poales,Angiosperms
35,Greigia,Bromeliaceae,Bromeliaceae,Poales,Angiosperms
216,Guzmania,Bromeliaceae,Bromeliaceae,Poales,Angiosperms
60,Hechtia,Bromeliaceae,Bromeliaceae,Poales,Angiosperms
62,Hohenbergia,Bromeliaceae,Bromeliaceae,Poales,Angiosperms
1,Hohenbergiopsis,Bromeliaceae,Bromeliaceae,Poales,Angiosperms
2,Lapanthus,Bromeliaceae,Bromeliaceae,Poales,Angiosperms
38,Lindmania,Bromeliaceae,Bromeliaceae,Poales,Angiosperms
9,Lymania,Bromeliaceae,Bromeliaceae,Poales,Angiosperms
8,Mezobromelia,Bromeliaceae,Bromeliaceae,Poales,Angiosperms
91,Navia,Bromeliaceae,Bromeliaceae,Poales,Angiosperms
3,Neoglaziovia,Bromeliaceae,Bromeliaceae,Poales,Angiosperms
124,Neoregelia,Bromeliaceae,Bromeliaceae,Poales,Angiosperms
55,Nidularium,Bromeliaceae,Bromeliaceae,Poales,Angiosperms
4,Ochagavia,Bromeliaceae,Bromeliaceae,Poales,Angiosperms
68,Orthophytum,Bromeliaceae,Bromeliaceae,Poales,Angiosperms
1,Phlomostachys,Bromeliaceae,Bromeliaceae,Poales,Angiosperms
402,Pitcairnia,Bromeliaceae,Bromeliaceae,Poales,Angiosperms
8,Portea,Bromeliaceae,Bromeliaceae,Poales,Angiosperms
227,Puya,Bromeliaceae,Bromeliaceae,Poales,Angiosperms
22,Quesnelia,Bromeliaceae,Bromeliaceae,Poales,Angiosperms
11,Ronnbergia,Bromeliaceae,Bromeliaceae,Poales,Angiosperms
6,Steyerbromelia,Bromeliaceae,Bromeliaceae,Poales,Angiosperms
680,Tillandsia,Bromeliaceae,Bromeliaceae,Poales,Angiosperms
359,Vriesea,Bromeliaceae,Bromeliaceae,Poales,Angiosperms
6,Aphelia,Centrolepidaceae,Restionaceae,Poales,Angiosperms
26,Centrolepis,Centrolepidaceae,Restionaceae,Poales,Angiosperms
4,Gaimardia,Centrolepidaceae,Restionaceae,Poales,Angiosperms
3,Actinoschoenus,Cyperaceae,Cyperaceae,Poales,Angiosperms
1,Actinoscirpus,Cyperaceae,Cyperaceae,Poales,Angiosperms
2,Afrotrilepis,Cyperaceae,Cyperaceae,Poales,Angiosperms
4,Alinula,Cyperaceae,Cyperaceae,Poales,Angiosperms
1,Amphiscirpus,Cyperaceae,Cyperaceae,Poales,Angiosperms
2,Androtrichum,Cyperaceae,Cyperaceae,Poales,Angiosperms
1,Arthrostylis,Cyperaceae,Cyperaceae,Poales,Angiosperms
23,Ascolepis,Cyperaceae,Cyperaceae,Poales,Angiosperms
7,Becquerelia,Cyperaceae,Cyperaceae,Poales,Angiosperms
4,Bisboeckelera,Cyperaceae,Cyperaceae,Poales,Angiosperms
4,Blysmus,Cyperaceae,Cyperaceae,Poales,Angiosperms
16,Bolboschoenus,Cyperaceae,Cyperaceae,Poales,Angiosperms
217,Bulbostylis,Cyperaceae,Cyperaceae,Poales,Angiosperms
8,Calyptrocarya,Cyperaceae,Cyperaceae,Poales,Angiosperms
1,Capeobolus,Cyperaceae,Cyperaceae,Poales,Angiosperms
1,Capitularina,Cyperaceae,Cyperaceae,Poales,Angiosperms
1841,Carex,Cyperaceae,Cyperaceae,Poales,Angiosperms
15,Carpha,Cyperaceae,Cyperaceae,Poales,Angiosperms
5,Caustis,Cyperaceae,Cyperaceae,Poales,Angiosperms
4,Cephalocarpus,Cyperaceae,Cyperaceae,Poales,Angiosperms
1,Chaetocyperus,Cyperaceae,Cyperaceae,Poales,Angiosperms
5,Chorizandra,Cyperaceae,Cyperaceae,Poales,Angiosperms
4,Chrysitrix,Cyperaceae,Cyperaceae,Poales,Angiosperms
5,Cladium,Cyperaceae,Cyperaceae,Poales,Angiosperms
1,Cobresia,Cyperaceae,Cyperaceae,Poales,Angiosperms
8,Coleochloa,Cyperaceae,Cyperaceae,Poales,Angiosperms
25,Costularia,Cyperaceae,Cyperaceae,Poales,Angiosperms
2,Courtoisina,Cyperaceae,Cyperaceae,Poales,Angiosperms
1,Crosslandia,Cyperaceae,Cyperaceae,Poales,Angiosperms
5,Cyathochaeta,Cyperaceae,Cyperaceae,Poales,Angiosperms
3,Cyathocoma,Cyperaceae,Cyperaceae,Poales,Angiosperms
